app_id,age,employment_type,annual_income,loan_amount,loan_type,application_date,doc_complete_pct,doc_rework,aml_flag,kyc_days,credit_score,dti_ratio,past_default,risk_category,credit_days,collateral_type,property_value,ltv_ratio,legal_clearance,valuation_days,policy_deviation,fraud_flag,underwriting_days,officer_load,queue_position,reassigned,sanction_status,approved_amount,agreement_signed,insurance_done,agreement_days,disbursed,disbursement_days,total_tat,sla_breach,delay_risk
12273,52,Self-Employed,581222,2368534,Home,27-07-2024,88,0,0,4,588,0.52,0,High,5,None,0,0,NA,0,1,0,2,12,1,0,Rejected,0,0,0,0,0,0,12,0,Medium
12274,34,Salaried,897325,4465888,Business,04-06-2024,99,0,0,4,608,0.36,0,Medium,3,None,0,0,NA,0,0,0,4,5,11,0,Approved,3773673,1,1,2,1,2,15,0,Medium
12275,37,Self-Employed,1376708,8071959,Personal,27-05-2024,66,1,0,2,739,0.27,0,Low,5,Property,13792606.91,0.59,Yes,6,0,0,3,21,6,0,Approved,7317449,1,1,1,1,1,20,1,High
12276,23,Self-Employed,1790447,5343376,Business,14-01-2024,78,3,0,6,786,0.45,0,Low,5,Property,6534995.069,0.82,No,3,1,0,3,7,11,0,Approved,4416869,1,1,2,1,1,20,1,High
12277,39,Self-Employed,815190,4655882,Personal,16-06-2024,92,0,0,3,498,0.38,1,High,5,None,0,0,NA,0,0,0,1,25,6,1,Rejected,0,0,0,0,0,0,11,0,Low
12278,52,Salaried,2183515,11478061,Personal,03-05-2024,74,1,0,4,668,0.56,0,Medium,1,Property,17571150.07,0.65,Yes,4,1,0,5,7,14,0,Approved,11176893,1,1,3,1,1,18,0,High
12279,58,Self-Employed,1826723,4041072,Business,03-02-2024,60,1,0,2,414,0.45,1,High,4,Property,6469835.408,0.62,Yes,4,0,0,2,13,14,0,Rejected,0,0,0,0,0,0,13,0,Medium
12280,45,Salaried,1818354,5683758,Personal,06-03-2024,63,1,0,4,771,0.38,0,Low,2,None,0,0,NA,0,0,0,1,7,20,0,Approved,5619471,1,1,3,1,1,11,0,Low
12281,54,Salaried,780347,4346882,Personal,19-06-2024,73,2,0,5,701,0.45,0,Low,4,Property,7379441.116,0.59,Yes,5,0,0,1,20,17,0,Approved,3551104,1,1,1,1,2,20,1,High
12282,51,Self-Employed,1697091,9142658,Home,23-01-2024,89,0,0,3,865,0.55,0,Low,3,Property,13024469.56,0.7,Yes,3,1,0,2,29,12,1,Approved,8542204,1,1,2,1,2,17,0,Medium
12283,48,Self-Employed,1773548,4101009,Home,11-11-2024,61,3,0,7,707,0.51,0,Low,4,Property,6493973.429,0.63,Yes,3,1,0,3,8,11,0,Approved,3719734,1,1,2,1,2,21,1,High
12284,36,Salaried,1349669,4164891,Home,18-12-2024,80,2,0,3,518,0.51,1,High,2,Property,6434734.043,0.65,Yes,2,1,0,5,12,1,0,Rejected,0,0,0,0,0,0,13,0,Medium
12285,43,Salaried,1092510,4727636,Home,19-05-2024,100,0,0,2,512,0.55,1,High,2,Property,8207950.6,0.58,Yes,4,1,0,5,9,17,0,Rejected,0,0,0,0,0,0,13,0,Medium
12286,41,Self-Employed,2388032,8324369,Business,06-10-2024,74,1,0,3,646,0.28,0,Medium,1,None,0,0,NA,0,0,0,3,29,15,1,Approved,7570089,1,1,3,1,1,13,0,Medium
12287,55,Self-Employed,363442,1713778,Personal,03-09-2024,71,3,0,5,880,0.28,0,Low,1,None,0,0,NA,0,0,0,3,17,1,0,Approved,1656393,1,1,2,1,2,14,0,Medium
12288,48,Self-Employed,960037,4490340,Personal,23-11-2024,89,0,0,1,510,0.38,1,High,5,None,0,0,NA,0,0,0,4,15,2,0,Rejected,0,0,0,0,0,0,11,0,Low
12289,59,Self-Employed,433648,2019986,Home,23-06-2024,68,1,0,4,398,0.55,1,High,3,Property,3128167.233,0.65,Yes,4,1,0,4,20,16,0,Rejected,0,0,0,0,0,0,17,0,Medium
12290,34,Self-Employed,1003581,2173488,Business,17-05-2024,60,3,0,7,453,0.43,1,High,1,Property,2765710.367,0.79,Yes,3,0,0,4,10,20,0,Rejected,0,0,0,0,0,0,16,0,Medium
12291,26,Self-Employed,1955848,8749564,Personal,05-03-2024,87,0,0,1,751,0.37,0,Low,4,None,0,0,NA,0,0,0,1,20,19,0,Approved,7384413,1,1,1,1,2,11,0,Low
12292,43,Salaried,2062866,7151288,Personal,05-10-2024,75,1,1,3,355,0.23,1,High,4,Property,11308499.73,0.63,Yes,3,0,0,2,23,2,1,Rejected,0,0,0,0,0,0,14,0,Medium
12293,25,Self-Employed,2364821,7522080,Personal,12-07-2024,77,1,0,2,374,0.52,1,High,2,Property,9461675.345,0.8,Yes,3,1,0,4,17,9,0,Rejected,0,0,0,0,0,0,12,0,Medium
12294,39,Salaried,2288920,5636980,Business,20-07-2024,63,2,0,6,592,0.4,0,High,4,Property,7009245.498,0.8,Yes,2,0,0,4,10,20,0,Rejected,0,0,0,0,0,0,17,0,Medium
12295,23,Salaried,2413017,11203183,Business,23-02-2024,66,2,0,3,750,0.31,0,Low,4,None,0,0,NA,0,0,0,3,19,12,0,Approved,9970521,1,1,1,1,1,13,0,Medium
12296,36,Self-Employed,1971283,8897834,Personal,20-11-2024,97,0,0,3,435,0.53,1,High,1,Property,14640235.46,0.61,Yes,6,1,0,5,15,6,0,Rejected,0,0,0,0,0,0,16,0,Medium
12297,35,Self-Employed,480285,1994233,Business,19-04-2024,72,2,1,4,528,0.21,1,High,4,Property,2395645.857,0.83,Yes,5,1,0,4,19,12,0,Rejected,0,0,0,0,0,0,18,0,High
12298,34,Salaried,2121025,11071270,Personal,05-08-2024,73,3,0,5,456,0.39,1,High,2,Property,13635584.24,0.81,Yes,4,1,0,2,20,6,0,Rejected,0,0,0,0,0,0,15,0,Medium
12299,46,Salaried,1244242,5898489,Home,12-05-2024,95,0,0,1,877,0.49,0,Low,1,Property,7666618.231,0.77,Yes,2,1,0,3,6,13,0,Approved,5876750,1,1,3,1,2,12,0,Medium
12300,52,Self-Employed,832133,1973006,Home,24-02-2024,85,3,1,4,893,0.56,0,Low,4,None,0,0,NA,0,1,0,3,16,5,0,Approved,1612043,1,1,1,1,2,15,0,Medium
12301,52,Salaried,1147150,6094226,Business,07-02-2024,60,2,0,3,896,0.36,0,Low,4,None,0,0,NA,0,0,0,3,8,10,0,Approved,5451479,1,1,1,1,2,13,0,Medium
12302,60,Self-Employed,1603849,5951764,Personal,08-04-2024,100,0,0,4,540,0.34,1,High,3,None,0,0,NA,0,0,0,4,22,19,0,Rejected,0,0,0,0,0,0,13,0,Medium
12303,58,Self-Employed,2360715,11496203,Home,15-02-2024,84,3,1,7,514,0.59,1,High,2,None,0,0,NA,0,1,0,2,8,9,0,Rejected,0,0,0,0,0,0,11,0,Low
12304,23,Self-Employed,1780329,8634474,Home,26-11-2024,64,2,0,3,739,0.49,0,Low,2,Property,11519752.81,0.75,Yes,5,1,0,3,15,19,0,Approved,7630395,1,1,3,1,1,18,0,High
12305,45,Salaried,1745229,8284240,Personal,27-04-2024,92,0,0,3,478,0.57,1,High,5,Property,12100335.46,0.68,Yes,6,1,0,5,17,2,0,Rejected,0,0,0,0,0,0,20,1,High
12306,34,Salaried,412038,2423410,Personal,28-06-2024,65,3,0,5,554,0.31,0,High,5,Property,3500488.171,0.69,Yes,6,0,0,4,19,20,0,Rejected,0,0,0,0,0,0,21,1,High
12307,37,Self-Employed,1492753,5894832,Business,18-02-2024,87,0,0,4,446,0.52,1,High,4,None,0,0,NA,0,1,0,5,14,16,0,Rejected,0,0,0,0,0,0,14,0,Medium
12308,41,Salaried,847285,3737223,Home,19-07-2024,93,0,0,2,885,0.39,0,Low,5,Property,5793520.379,0.65,Yes,5,0,0,1,22,10,0,Approved,3250225,1,1,3,1,1,19,1,High
12309,46,Salaried,886597,3326788,Home,22-02-2024,71,2,0,3,826,0.36,0,Low,4,Property,4523006.251,0.74,Yes,2,0,0,3,13,15,0,Approved,2944423,1,1,3,1,1,17,0,Medium
12310,30,Self-Employed,1572346,5666328,Personal,21-09-2024,81,1,0,5,418,0.39,1,High,1,None,0,0,NA,0,0,0,3,27,5,1,Rejected,0,0,0,0,0,0,11,0,Low
12311,57,Self-Employed,1546010,5118554,Personal,15-01-2024,100,0,1,3,373,0.34,1,High,4,None,0,0,NA,0,0,0,1,20,14,0,Rejected,0,0,0,0,0,0,10,0,Low
12312,48,Self-Employed,1610314,6664648,Personal,28-02-2024,74,3,0,5,817,0.37,0,Low,4,Property,8783370.161,0.76,Yes,6,0,0,2,13,12,0,Approved,5500730,1,1,3,1,1,22,1,High
12313,46,Salaried,364868,1697890,Business,07-06-2024,66,2,0,6,711,0.32,0,Low,1,None,0,0,NA,0,0,0,1,6,4,0,Approved,1457774,1,1,2,1,1,11,0,Low
12314,58,Salaried,633442,2861524,Personal,09-06-2024,93,0,0,3,358,0.47,1,High,2,None,0,0,NA,0,1,0,3,19,16,0,Rejected,0,0,0,0,0,0,9,0,Low
12315,28,Self-Employed,1649266,5839563,Personal,09-04-2024,98,0,0,1,448,0.47,1,High,3,None,0,0,NA,0,1,0,4,5,17,0,Rejected,0,0,0,0,0,0,8,0,Low
12316,22,Salaried,1106560,2340577,Personal,26-03-2024,96,0,0,1,617,0.53,0,Medium,5,None,0,0,NA,0,1,0,4,6,5,0,Approved,2197584,1,1,1,1,2,13,0,Medium
12317,48,Self-Employed,1356252,4459097,Business,11-10-2024,88,0,0,2,522,0.3,1,High,4,None,0,0,NA,0,0,0,4,6,1,0,Rejected,0,0,0,0,0,0,10,0,Low
12318,57,Salaried,334181,1156340,Personal,08-12-2024,67,3,1,4,603,0.2,0,Medium,3,Property,1704027.46,0.68,Yes,5,0,0,4,25,6,1,Approved,1106843,1,1,3,1,1,22,1,High
12319,25,Salaried,1099573,2243484,Home,04-10-2024,64,2,0,4,559,0.55,0,High,5,None,0,0,NA,0,1,0,5,10,4,0,Rejected,0,0,0,0,0,0,15,0,Medium
12320,45,Salaried,1428745,3252363,Personal,23-10-2024,95,0,0,1,479,0.38,1,High,2,Property,5526065.311,0.59,Yes,4,0,0,2,26,18,1,Rejected,0,0,0,0,0,0,11,0,Low
12321,48,Self-Employed,1208738,4023321,Home,25-10-2024,70,3,0,7,849,0.46,0,Low,3,None,0,0,NA,0,1,0,2,6,20,0,Approved,3331949,1,1,3,1,1,16,0,Medium
12322,37,Self-Employed,1807670,6241831,Personal,21-08-2024,69,3,0,5,570,0.46,0,High,5,Property,10813918.71,0.58,No,6,1,1,4,22,16,0,Rejected,0,0,0,0,0,0,22,1,High
12323,45,Salaried,1172232,2431447,Personal,27-10-2024,86,0,0,1,408,0.59,1,High,5,None,0,0,NA,0,1,0,5,23,11,1,Rejected,0,0,0,0,0,0,13,0,Medium
12324,32,Salaried,476782,1310391,Personal,20-05-2024,81,2,0,3,473,0.39,1,High,2,None,0,0,NA,0,0,0,3,22,16,0,Rejected,0,0,0,0,0,0,10,0,Low
12325,39,Salaried,1379880,2996694,Home,03-08-2024,71,3,0,7,372,0.59,1,High,4,Property,5371196.939,0.56,Yes,6,1,0,2,16,15,0,Rejected,0,0,0,0,0,0,20,1,High
12326,23,Self-Employed,636943,2725721,Business,17-04-2024,80,2,0,5,481,0.33,1,High,3,None,0,0,NA,0,0,0,3,18,20,0,Rejected,0,0,0,0,0,0,12,0,Medium
12327,22,Salaried,306023,739280,Personal,06-03-2024,73,2,0,4,541,0.32,1,High,3,None,0,0,NA,0,0,0,1,9,12,0,Rejected,0,0,0,0,0,0,8,0,Low
12328,29,Self-Employed,466875,1667951,Personal,12-03-2024,79,3,0,6,401,0.45,1,High,3,None,0,0,NA,0,0,0,2,14,18,0,Rejected,0,0,0,0,0,0,12,0,Medium
12329,52,Salaried,2331711,7357435,Business,28-01-2024,94,0,0,2,485,0.47,1,High,5,Property,12999361.42,0.57,No,2,1,0,5,12,9,0,Rejected,0,0,0,0,0,0,15,0,Medium
12330,51,Salaried,1589306,7168112,Personal,15-09-2024,60,2,1,4,507,0.26,1,High,1,None,0,0,NA,0,0,0,4,16,15,0,Rejected,0,0,0,0,0,0,10,0,Low
12331,37,Salaried,1200930,7129139,Business,13-09-2024,90,0,0,4,810,0.34,0,Low,3,None,0,0,NA,0,0,0,4,22,11,0,Approved,7044627,1,1,3,1,2,18,0,High
12332,23,Self-Employed,2087606,10539946,Business,25-09-2024,70,3,0,7,872,0.39,0,Low,2,Property,12972176.85,0.81,Yes,4,1,0,4,15,8,0,Approved,8935067,1,1,2,1,2,22,1,High
12333,30,Self-Employed,1413609,6420243,Personal,27-05-2024,89,0,0,1,471,0.48,1,High,3,None,0,0,NA,0,1,0,5,11,7,0,Rejected,0,0,0,0,0,0,10,0,Low
12334,52,Salaried,469332,1741032,Business,03-02-2024,93,0,0,1,473,0.28,1,High,4,None,0,0,NA,0,0,0,3,15,19,0,Rejected,0,0,0,0,0,0,9,0,Low
12335,39,Salaried,985903,2674417,Personal,06-12-2024,72,1,0,3,821,0.54,0,Low,4,Property,3339245.833,0.8,No,2,1,0,5,19,15,0,Approved,2297063,1,1,1,1,2,18,0,High
12336,25,Self-Employed,1407335,5885497,Home,05-11-2024,69,2,0,3,578,0.47,0,High,5,None,0,0,NA,0,1,0,3,25,10,1,Rejected,0,0,0,0,0,0,13,0,Medium
12337,52,Salaried,1937605,9279132,Personal,15-09-2024,86,0,0,1,442,0.48,1,High,5,None,0,0,NA,0,1,0,5,14,11,0,Rejected,0,0,0,0,0,0,12,0,Medium
12338,55,Salaried,533888,2220262,Home,12-11-2024,86,0,0,3,418,0.56,1,High,4,Property,3517152.897,0.63,No,4,1,0,2,9,14,0,Rejected,0,0,0,0,0,0,13,0,Medium
12339,23,Self-Employed,1854028,6070497,Business,01-02-2024,68,3,0,6,726,0.42,0,Low,4,None,0,0,NA,0,0,0,3,23,4,1,Approved,5633886,1,1,2,1,1,18,0,High
12340,36,Self-Employed,445722,1775752,Home,17-04-2024,66,3,0,5,664,0.24,0,Medium,2,None,0,0,NA,0,0,0,2,11,6,0,Approved,1708595,1,1,3,1,1,14,0,Medium
12341,33,Salaried,1512049,5126020,Business,22-02-2024,84,1,0,5,562,0.33,0,High,3,Property,7733085.481,0.66,Yes,3,0,0,1,9,7,0,Rejected,0,0,0,0,0,0,12,0,Medium
12342,28,Salaried,2248975,6804816,Home,25-09-2024,64,1,1,5,846,0.36,0,Low,3,None,0,0,NA,0,0,0,3,26,14,1,Approved,5446656,1,1,3,1,2,18,0,High
12343,35,Self-Employed,1330281,6516041,Business,07-02-2024,85,3,0,5,857,0.22,0,Low,2,None,0,0,NA,0,0,0,3,28,3,1,Approved,5563374,1,1,3,1,1,16,0,Medium
12344,44,Salaried,699798,2728785,Personal,08-12-2024,84,3,1,6,669,0.41,0,Medium,2,None,0,0,NA,0,0,0,2,28,8,1,Approved,2365202,1,1,3,1,2,17,0,Medium
12345,31,Self-Employed,1006560,3045729,Business,01-05-2024,62,2,0,3,581,0.45,0,High,1,None,0,0,NA,0,0,0,2,20,12,0,Rejected,0,0,0,0,0,0,8,0,Low
12346,32,Self-Employed,1123430,3450987,Personal,19-01-2024,83,2,0,4,724,0.58,0,Low,4,Property,5195361.997,0.66,Yes,2,1,0,3,22,9,0,Approved,3370206,1,1,3,1,2,20,1,High
12347,41,Salaried,1933884,8353208,Home,25-06-2024,83,2,0,4,557,0.56,0,High,1,None,0,0,NA,0,1,0,3,17,13,0,Rejected,0,0,0,0,0,0,9,0,Low
12348,22,Self-Employed,1511903,3084529,Business,08-07-2024,61,1,0,5,365,0.33,1,High,4,None,0,0,NA,0,0,0,1,25,13,1,Rejected,0,0,0,0,0,0,12,0,Medium
12349,42,Salaried,1964738,10747248,Business,24-03-2024,72,1,0,4,608,0.3,0,Medium,1,None,0,0,NA,0,0,0,1,23,4,1,Approved,10462238,1,1,2,1,2,12,0,Medium
12350,28,Self-Employed,1332843,4701211,Home,29-10-2024,65,3,0,4,500,0.53,1,High,2,None,0,0,NA,0,1,0,3,11,6,0,Rejected,0,0,0,0,0,0,10,0,Low
12351,57,Self-Employed,2024519,9550270,Home,02-01-2024,68,3,0,6,655,0.25,0,Medium,3,Property,12439089.99,0.77,Yes,3,0,0,2,29,2,1,Approved,7669011,1,1,1,1,1,18,0,High
12352,30,Salaried,2177329,8939472,Personal,05-10-2024,70,2,0,4,850,0.43,0,Low,2,None,0,0,NA,0,0,0,2,24,11,1,Approved,8891516,1,1,1,1,2,13,0,Medium
12353,48,Self-Employed,1070885,4662133,Personal,27-07-2024,91,0,0,4,900,0.5,0,Low,5,None,0,0,NA,0,1,0,4,11,13,0,Approved,3794150,1,1,2,1,1,17,0,Medium
12354,57,Salaried,1093642,2188451,Business,01-11-2024,63,2,0,4,593,0.35,0,High,2,None,0,0,NA,0,0,0,1,28,11,1,Rejected,0,0,0,0,0,0,9,0,Low
12355,49,Self-Employed,2270832,12167247,Home,05-02-2024,91,0,0,2,499,0.32,1,High,5,None,0,0,NA,0,0,0,4,11,18,0,Rejected,0,0,0,0,0,0,12,0,Medium
12356,33,Salaried,1561331,4335784,Personal,02-02-2024,77,2,0,4,519,0.27,1,High,2,Property,5714892.84,0.76,Yes,2,0,0,3,10,6,0,Rejected,0,0,0,0,0,0,12,0,Medium
12357,35,Self-Employed,1717051,7564554,Home,15-03-2024,91,0,0,1,648,0.57,0,Medium,1,Property,13610165.79,0.56,Yes,3,1,0,3,10,19,0,Approved,7545412,1,1,2,1,2,13,0,Medium
12358,46,Salaried,2157133,10141553,Personal,21-10-2024,74,3,1,6,774,0.56,0,Low,5,Property,13366257.82,0.76,Yes,4,1,0,3,15,18,0,Approved,9774427,1,1,3,1,1,23,1,High
12359,35,Self-Employed,2490633,9432323,Personal,15-11-2024,65,3,0,4,383,0.43,1,High,3,None,0,0,NA,0,0,0,3,23,12,1,Rejected,0,0,0,0,0,0,12,0,Medium
12360,25,Self-Employed,2433923,11676150,Home,01-09-2024,68,1,0,3,545,0.21,1,High,4,Property,17931475.16,0.65,Yes,2,0,0,3,21,10,0,Rejected,0,0,0,0,0,0,14,0,Medium
12361,47,Self-Employed,2214199,6953724,Personal,27-03-2024,99,0,0,1,605,0.5,0,Medium,4,None,0,0,NA,0,1,0,5,23,5,1,Approved,6487228,1,1,1,1,2,15,0,Medium
12362,22,Self-Employed,1024408,3413080,Home,21-11-2024,76,3,0,4,413,0.56,1,High,3,None,0,0,NA,0,1,0,3,25,10,1,Rejected,0,0,0,0,0,0,12,0,Medium
12363,26,Self-Employed,899092,3318802,Business,03-08-2024,92,0,0,1,621,0.58,0,Medium,3,None,0,0,NA,0,1,0,2,12,7,0,Approved,2936672,1,1,2,1,1,10,0,Low
12364,40,Salaried,1662767,8378543,Personal,13-01-2024,87,0,0,3,580,0.26,0,High,4,Property,11536910.93,0.73,Yes,2,0,0,2,20,3,0,Rejected,0,0,0,0,0,0,13,0,Medium
12365,44,Self-Employed,926449,5149686,Personal,07-04-2024,67,1,0,2,771,0.41,0,Low,1,None,0,0,NA,0,0,0,1,28,6,1,Approved,4288177,1,1,2,1,1,9,0,Low
12366,47,Self-Employed,1456098,6327984,Business,08-10-2024,89,0,0,1,740,0.32,0,Low,2,None,0,0,NA,0,0,0,2,6,15,0,Approved,6306044,1,1,3,1,1,9,0,Low
12367,51,Salaried,2498657,5790202,Home,19-01-2024,66,1,0,4,646,0.41,0,Medium,1,None,0,0,NA,0,0,0,3,9,4,0,Approved,4762406,1,1,3,1,2,13,0,Medium
12368,41,Salaried,382826,804728,Business,28-01-2024,63,2,0,4,423,0.49,1,High,3,Property,1448120.487,0.56,Yes,6,1,0,5,14,2,0,Rejected,0,0,0,0,0,0,19,1,High
12369,38,Self-Employed,659026,1660987,Home,21-01-2024,77,3,0,5,706,0.35,0,Low,1,Property,2081048.583,0.8,Yes,6,0,0,3,6,13,0,Approved,1466736,1,1,2,1,2,19,1,High
12370,44,Salaried,785542,2410902,Business,25-06-2024,64,2,1,6,709,0.25,0,Low,2,None,0,0,NA,0,0,0,2,7,11,0,Approved,2304068,1,1,3,1,2,15,0,Medium
12371,29,Salaried,739217,4330672,Home,10-02-2024,87,0,0,2,832,0.54,0,Low,3,Property,7149258.907,0.61,Yes,4,1,0,5,8,14,0,Approved,4299045,1,1,1,1,2,17,0,Medium
12372,53,Salaried,1083390,6270868,Business,03-03-2024,62,2,0,4,426,0.27,1,High,1,None,0,0,NA,0,0,0,1,22,10,0,Rejected,0,0,0,0,0,0,8,0,Low
12373,42,Self-Employed,1041549,3335627,Home,18-01-2024,99,0,0,4,481,0.33,1,High,2,Property,4818332.182,0.69,No,2,0,0,2,30,3,1,Rejected,0,0,0,0,0,0,13,0,Medium
12374,59,Self-Employed,712666,4116127,Personal,31-01-2024,61,3,0,4,812,0.58,0,Low,1,Property,6573699.362,0.63,Yes,3,1,0,5,14,3,0,Approved,3569036,1,1,3,1,2,19,1,High
12375,31,Self-Employed,1792928,5484125,Home,28-12-2024,81,1,0,3,616,0.46,0,Medium,4,Property,8333280.421,0.66,Yes,6,1,0,5,13,18,0,Approved,4455908,1,1,1,1,1,21,1,High
12376,43,Salaried,593895,3449804,Home,23-12-2024,89,0,0,2,543,0.21,1,High,4,None,0,0,NA,0,0,0,2,26,13,1,Rejected,0,0,0,0,0,0,10,0,Low
12377,51,Self-Employed,2224228,8964517,Home,02-01-2024,92,0,0,2,405,0.4,1,High,2,None,0,0,NA,0,0,0,2,11,4,0,Rejected,0,0,0,0,0,0,7,0,Low
12378,44,Salaried,2205913,9497190,Home,09-12-2024,75,2,0,6,746,0.46,0,Low,1,Property,13939310.66,0.68,Yes,3,1,0,4,28,4,1,Approved,8887867,1,1,2,1,2,20,1,High
12379,25,Salaried,2055210,11929303,Business,14-02-2024,61,3,1,6,595,0.45,0,High,5,Property,19026921.16,0.63,Yes,5,0,0,4,11,14,0,Rejected,0,0,0,0,0,0,21,1,High
12380,23,Salaried,2050786,5976207,Home,25-10-2024,98,0,1,3,750,0.48,0,Low,4,None,0,0,NA,0,1,1,4,16,1,0,Rejected,0,0,0,0,0,0,12,0,Medium
12381,55,Salaried,411187,1889166,Business,13-12-2024,98,0,0,1,394,0.37,1,High,5,Property,2675860.559,0.71,Yes,6,0,0,1,16,12,0,Rejected,0,0,0,0,0,0,14,0,Medium
12382,49,Self-Employed,1537295,4990855,Home,04-02-2024,68,2,0,4,751,0.22,0,Low,1,Property,7774431.761,0.64,Yes,6,0,0,1,19,13,0,Approved,4084727,1,1,1,1,1,15,0,Medium
12383,41,Self-Employed,1182877,4320137,Personal,08-11-2024,60,1,0,3,445,0.38,1,High,3,Property,7709068.262,0.56,Yes,5,0,0,3,5,2,0,Rejected,0,0,0,0,0,0,14,0,Medium
12384,39,Salaried,1089683,5778492,Business,23-02-2024,81,2,0,5,485,0.56,1,High,5,None,0,0,NA,0,1,0,3,22,13,0,Rejected,0,0,0,0,0,0,15,0,Medium
12385,24,Salaried,1129762,6538285,Home,05-08-2024,91,0,0,3,802,0.54,0,Low,4,None,0,0,NA,0,1,0,3,29,11,1,Approved,6463093,1,1,2,1,1,15,0,Medium
12386,38,Salaried,2371157,7440260,Personal,11-09-2024,60,3,0,4,819,0.42,0,Low,1,Property,11127263.54,0.67,No,2,0,0,2,25,5,1,Approved,7145928,1,1,1,1,1,13,0,Medium
12387,37,Salaried,1378283,7754909,Business,01-11-2024,99,0,0,1,705,0.4,0,Low,5,None,0,0,NA,0,0,0,4,17,3,0,Approved,7076365,1,1,2,1,2,15,0,Medium
12388,38,Salaried,1610426,4933451,Personal,23-05-2024,74,3,0,6,758,0.49,0,Low,4,Property,6290558.132,0.78,Yes,5,1,0,5,9,14,0,Approved,4050022,1,1,2,1,2,24,1,High
12389,24,Salaried,1010402,4947615,Home,24-09-2024,79,2,0,5,495,0.56,1,High,5,None,0,0,NA,0,1,0,5,13,20,0,Rejected,0,0,0,0,0,0,16,0,Medium
12390,58,Self-Employed,1211078,6538904,Personal,20-05-2024,82,1,0,2,530,0.29,1,High,3,None,0,0,NA,0,0,0,3,14,9,0,Rejected,0,0,0,0,0,0,9,0,Low
12391,36,Salaried,1242014,5810765,Business,12-07-2024,62,3,0,4,798,0.34,0,Low,4,None,0,0,NA,0,0,0,2,8,17,0,Approved,5479930,1,1,3,1,2,15,0,Medium
12392,33,Salaried,367266,753671,Business,24-11-2024,91,0,0,3,557,0.32,0,High,1,None,0,0,NA,0,0,0,2,8,14,0,Rejected,0,0,0,0,0,0,6,0,Low
12393,53,Self-Employed,1991319,9838302,Personal,23-01-2024,65,1,0,5,787,0.55,0,Low,5,None,0,0,NA,0,1,0,3,27,10,1,Approved,8125325,1,1,2,1,2,19,1,High
12394,45,Self-Employed,848597,4261521,Home,08-05-2024,100,0,0,1,657,0.49,0,Medium,3,Property,6876608.078,0.62,Yes,6,1,0,3,28,9,1,Approved,3730544,1,1,2,1,1,18,0,High
12395,55,Self-Employed,802492,4811592,Business,23-01-2024,68,3,0,7,580,0.27,0,High,5,Property,8273400.596,0.58,Yes,3,0,1,1,19,20,0,Rejected,0,0,0,0,0,0,17,0,Medium
12396,28,Self-Employed,478037,2478007,Personal,21-09-2024,87,0,0,1,413,0.41,1,High,2,Property,4356193.04,0.57,Yes,4,0,0,2,24,9,1,Rejected,0,0,0,0,0,0,11,0,Low
12397,44,Salaried,1446614,7253740,Personal,12-04-2024,91,0,0,1,853,0.5,0,Low,3,Property,12549899.95,0.58,No,4,1,0,3,6,7,0,Approved,6665944,1,1,3,1,1,15,0,Medium
12398,25,Self-Employed,2159265,8709284,Business,19-06-2024,81,1,0,2,544,0.59,1,High,3,None,0,0,NA,0,1,0,5,27,2,1,Rejected,0,0,0,0,0,0,12,0,Medium
12399,36,Salaried,1946099,10576101,Home,18-07-2024,64,2,0,4,833,0.31,0,Low,3,Property,17964406.75,0.59,Yes,3,0,0,4,18,3,0,Approved,9817296,1,1,3,1,1,19,1,High
12400,38,Self-Employed,1315344,4822448,Personal,08-02-2024,88,0,0,2,720,0.5,0,Low,4,Property,5961046.868,0.81,Yes,4,1,0,5,5,3,0,Approved,4333066,1,1,2,1,1,18,0,High
12401,60,Salaried,1884830,6081019,Personal,01-02-2024,97,0,0,2,873,0.52,0,Low,3,None,0,0,NA,0,1,0,5,21,8,0,Approved,5626002,1,1,3,1,2,17,0,Medium
12402,52,Salaried,2307146,8143537,Business,09-03-2024,74,2,0,6,639,0.34,0,Medium,2,None,0,0,NA,0,0,0,1,29,5,1,Approved,7380817,1,1,1,1,2,14,0,Medium
12403,44,Salaried,2110013,12357176,Home,07-12-2024,84,2,0,5,815,0.35,0,Low,3,None,0,0,NA,0,0,0,3,5,8,0,Approved,11811189,1,1,3,1,1,15,0,Medium
12404,60,Self-Employed,2182994,7520403,Business,01-05-2024,85,3,0,6,523,0.27,1,High,1,None,0,0,NA,0,0,0,3,13,9,0,Rejected,0,0,0,0,0,0,11,0,Low
12405,53,Salaried,1968156,6755112,Personal,08-11-2024,60,1,0,5,518,0.53,1,High,1,None,0,0,NA,0,1,0,4,28,5,1,Rejected,0,0,0,0,0,0,12,0,Medium
12406,55,Salaried,2190556,4931183,Business,18-05-2024,77,1,0,2,827,0.56,0,Low,2,None,0,0,NA,0,1,0,3,30,9,1,Approved,4004799,1,1,3,1,2,15,0,Medium
12407,56,Self-Employed,331073,1061477,Business,25-12-2024,100,0,0,1,812,0.36,0,Low,3,Property,1584343.479,0.67,Yes,5,0,0,3,19,18,0,Approved,946010,1,1,2,1,1,16,0,Medium
12408,43,Salaried,2005556,4994587,Business,03-02-2024,91,0,0,2,835,0.54,0,Low,2,None,0,0,NA,0,1,0,4,5,7,0,Approved,4900492,1,1,3,1,1,12,0,Medium
